LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,OK,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8
11,Dist L0,110,8,Lower0.3Upper3,1842,130,1,25300.01544,52404.41499,253000.1544,,0.424914963,6.053068625,14.29701688,23344.78004,3100.55279,392.0461301,37.02557714,24.82140629,3.399319702,48.424549,114.3761351,186758.2404,24804.42232,3136.369041,296.2046172,198.5712503
11,Dist L2,110,8,Lower0.3Upper3,7100,192,4,15721.3245,52404.41499,157213.245,,0.424914963,6.053068625,14.29701688,23344.78004,3100.55279,392.0461301,37.02557714,24.82140629,3.399319702,48.424549,114.3761351,186758.2404,24804.42232,3136.369041,296.2046172,198.5712503
11,Oracle Vector,110,8,Lower0.3Upper3,8360,95,1,15721.3245,52404.41499,157213.245,,0.424914963,6.053068625,14.29701688,23344.78004,3100.55279,392.0461301,37.02557714,24.82140629,3.399319702,48.424549,114.3761351,186758.2404,24804.42232,3136.369041,296.2046172,198.5712503
12,Naive,110,8,Lower0.3Upper3,10560,96,12,13098.30555,43661.01849,130983.0555,,0.237215172,4.496477946,11.93209944,19053.77189,2574.296062,343.0124187,32.66457445,23.75846144,1.897721377,35.97182357,95.45679552,152430.1751,20594.3685,2744.09935,261.3165956,190.0676915
12,Oracle,110,8,Lower0.3Upper3,1760,16,1,15721.3245,43661.01849,157213.245,,0.237215172,4.496477946,11.93209944,19053.77189,2574.296062,343.0124187,32.66457445,23.75846144,1.897721377,35.97182357,95.45679552,152430.1751,20594.3685,2744.09935,261.3165956,190.0676915
12,Value,110,8,Lower0.3Upper3,3596,149,2,15721.3245,43661.01849,157213.245,,0.237215172,4.496477946,11.93209944,19053.77189,2574.296062,343.0124187,32.66457445,23.75846144,1.897721377,35.97182357,95.45679552,152430.1751,20594.3685,2744.09935,261.3165956,190.0676915
12,Oracle Vector,110,8,Lower0.3Upper3,8800,100,1,15721.3245,43661.01849,157213.245,,0.237215172,4.496477946,11.93209944,19053.77189,2574.296062,343.0124187,32.66457445,23.75846144,1.897721377,35.97182357,95.45679552,152430.1751,20594.3685,2744.09935,261.3165956,190.0676915
12,Vector,110,8,Lower0.3Upper3,10340,116,1,25300.01544,43661.01849,253000.1544,,0.237215172,4.496477946,11.93209944,19053.77189,2574.296062,343.0124187,32.66457445,23.75846144,1.897721377,35.97182357,95.45679552,152430.1751,20594.3685,2744.09935,261.3165956,190.0676915
12,Dist L2,110,8,Lower0.3Upper3,7112,209,4,15721.3245,43661.01849,157213.245,,0.237215172,4.496477946,11.93209944,19053.77189,2574.296062,343.0124187,32.66457445,23.75846144,1.897721377,35.97182357,95.45679552,152430.1751,20594.3685,2744.09935,261.3165956,190.0676915
12,Dist L0,110,8,Lower0.3Upper3,3610,168,2,13098.30555,43661.01849,130983.0555,,0.237215172,4.496477946,11.93209944,19053.77189,2574.296062,343.0124187,32.66457445,23.75846144,1.897721377,35.97182357,95.45679552,152430.1751,20594.3685,2744.09935,261.3165956,190.0676915
13,Naive,110,8,Lower0.3Upper3,11440,104,13,10973.07898,36576.92992,109730.7898,,0.254514246,4.17802297,10.2964625,15472.31549,2308.553329,314.9302159,36.1188589,22.49023969,2.036113969,33.42418376,82.37169997,123778.5239,18468.42663,2519.441727,288.9508712,179.9219175
13,Oracle,110,8,Lower0.3Upper3,1760,16,1,15721.3245,36576.92992,157213.245,,0.254514246,4.17802297,10.2964625,15472.31549,2308.553329,314.9302159,36.1188589,22.49023969,2.036113969,33.42418376,82.37169997,123778.5239,18468.42663,2519.441727,288.9508712,179.9219175
13,Value,110,8,Lower0.3Upper3,3608,164,2,15721.3245,36576.92992,157213.245,,0.254514246,4.17802297,10.2964625,15472.31549,2308.553329,314.9302159,36.1188589,22.49023969,2.036113969,33.42418376,82.37169997,123778.5239,18468.42663,2519.441727,288.9508712,179.9219175
13,Oracle Vector,110,8,Lower0.3Upper3,9240,105,1,15721.3245,36576.92992,157213.245,,0.254514246,4.17802297,10.2964625,15472.31549,2308.553329,314.9302159,36.1188589,22.49023969,2.036113969,33.42418376,82.37169997,123778.5239,18468.42663,2519.441727,288.9508712,179.9219175
13,Dist L0,110,8,Lower0.3Upper3,3614,173,2,13098.30555,36576.92992,130983.0555,,0.254514246,4.17802297,10.2964625,15472.31549,2308.553329,314.9302159,36.1188589,22.49023969,2.036113969,33.42418376,82.37169997,123778.5239,18468.42663,2519.441727,288.9508712,179.9219175
13,Vector,110,8,Lower0.3Upper3,12100,136,2,10973.07898,36576.92992,109730.7898,,0.254514246,4.17802297,10.2964625,15472.31549,2308.553329,314.9302159,36.1188589,22.49023969,2.036113969,33.42418376,82.37169997,123778.5239,18468.42663,2519.441727,288.9508712,179.9219175
13,Dist L2,110,8,Lower0.3Upper3,8880,247,5,10973.07898,36576.92992,109730.7898,,0.254514246,4.17802297,10.2964625,15472.31549,2308.553329,314.9302159,36.1188589,22.49023969,2.036113969,33.42418376,82.37169997,123778.5239,18468.42663,2519.441727,288.9508712,179.9219175
14,Naive,110,8,Lower0.3Upper3,12320,112,14,9443.418405,31478.06135,94434.18405,,0.232031095,5.186197614,8.759843402,13209.11522,1979.364833,266.7988822,38.20148807,23.29075448,1.85624876,41.48958092,70.07874721,105672.9218,15834.91866,2134.391058,305.6119045,186.3260358
