LoopIndex,MonitoringScheme,VectorLength,NumOfNodes,Epsilon,Bandwidth,NumberOfMessages,NumberOfChannels,NumberOfFullSyncs,LowerBound,FunctionValue,UpperBound,,Node 1,Node 2,Node 3,Node 4,Node 5
5729,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455936788,528419245.4,,13963528,13109046,15466204,16022922,23968469
5730,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455741241,528419245.4,,13950251,13128117,15454336,15997868,23945301
5731,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455929792,528419245.4,,13915109,13145317,15441683,16040766,23959081
5732,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456059881,528419245.4,,13885495,13156277,15459842,16064286,23946481
5733,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456322241,528419245.4,,13915352,13146051,15455621,16065805,23937023
5734,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456733072,528419245.4,,13953214,13162620,15455085,16075010,23908765
5735,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456029956,528419245.4,,13954774,13149166,15408716,16059525,23842815
5736,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455932318,528419245.4,,13954646,13150130,15392790,16046177,23832281
5737,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455630987,528419245.4,,13946609,13154201,15392748,16016144,23788640
5738,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455850149,528419245.4,,13941690,13165504,15429669,16007362,23774297
5739,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455859975,528419245.4,,13940837,13157733,15443225,15985117,23747821
5740,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455793850,528419245.4,,13909526,13151755,15426109,15975429,23684976
5741,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455464728,528419245.4,,13908168,13154322,15396425,15964241,23596618
5742,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455462383,528419245.4,,13928455,13177619,15361806,15998377,23545745
5743,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455467694,528419245.4,,13978461,13177660,15353029,16021182,23484095
5744,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455579926,528419245.4,,13970145,13200863,15328464,16029678,23463835
5745,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455322982,528419245.4,,13952057,13196906,15340317,16003668,23438219
5746,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455187624,528419245.4,,13962400,13191724,15340121,15992973,23441614
5747,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454945985,528419245.4,,13969874,13184853,15328009,15975746,23427542
5748,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455091292,528419245.4,,13943511,13192386,15331747,16024627,23452159
5749,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454683966,528419245.4,,13909255,13217706,15330495,15992551,23417255
5750,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454262911,528419245.4,,13884412,13229123,15335634,15965271,23399193
5751,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454047616,528419245.4,,13860861,13251165,15335488,15952384,23404079
5752,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454037389,528419245.4,,13842400,13274573,15317802,15971212,23412803
5753,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453795784,528419245.4,,13834088,13257563,15292345,15952752,23467308
5754,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453315478,528419245.4,,13826708,13257954,15274712,15963001,23423145
5755,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453546446,528419245.4,,13879774,13286173,15272618,15952384,23420448
5756,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453513143,528419245.4,,13906959,13273380,15241694,15961230,23419515
5757,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453618965,528419245.4,,13925993,13277817,15233764,15955619,23451137
5758,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453665896,528419245.4,,13945428,13274717,15260978,15909616,23500930
5759,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453628365,528419245.4,,13948879,13250659,15257673,15907471,23523555
5760,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453558634,528419245.4,,13958407,13249974,15229351,15891720,23553287
5761,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453834158,528419245.4,,13998462,13254600,15251776,15881016,23553553
5762,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453873737,528419245.4,,13975473,13255282,15241569,15888015,23575404
5763,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453945582,528419245.4,,13988206,13254319,15234052,15867484,23621636
5764,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454047959,528419245.4,,13978220,13253552,15239157,15870868,23615485
5765,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454076484,528419245.4,,13949002,13260604,15229292,15857748,23624791
5766,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453872426,528419245.4,,13940193,13267125,15228420,15792588,23620382
5767,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453581166,528419245.4,,13917618,13252447,15226227,15781338,23610019
5768,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453292965,528419245.4,,13934905,13253627,15210100,15764049,23594931
5769,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,452936492,528419245.4,,13928476,13262618,15205367,15761455,23509625
5770,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,452959881,528419245.4,,13946473,13271265,15221734,15757025,23524452
5771,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,452976510,528419245.4,,13949429,13284205,15236561,15762305,23534316
5772,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453052121,528419245.4,,13960440,13289468,15237927,15746732,23510752
5773,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,452877902,528419245.4,,13962863,13299906,15228812,15748338,23474571
5774,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,452950994,528419245.4,,13955925,13325962,15217124,15746808,23484388
5775,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453208675,528419245.4,,13959910,13335769,15215380,15773299,23477485
5776,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453349992,528419245.4,,13957311,13367264,15222470,15795443,23492953
5777,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453133218,528419245.4,,13973032,13357927,15228825,15766359,23495156
5778,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453428090,528419245.4,,13959769,13387426,15222105,15768970,23514183
5779,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453539405,528419245.4,,13973546,13404229,15198509,15760364,23542569
5780,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453589384,528419245.4,,13965346,13424739,15212037,15774163,23510732
5781,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453734655,528419245.4,,13941948,13415099,15212984,15788013,23573211
5782,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453923411,528419245.4,,13953630,13401048,15183362,15798911,23611907
5783,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454081662,528419245.4,,13966261,13399753,15185255,15837939,23606356
5784,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454051033,528419245.4,,13974693,13419503,15158708,15831969,23630509
5785,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453900823,528419245.4,,13965201,13434291,15149904,15816465,23628054
5786,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453814515,528419245.4,,13975101,13434055,15142953,15820681,23631801
5787,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453792561,528419245.4,,14001683,13416906,15136514,15788256,23653737
5788,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453934205,528419245.4,,14005321,13421217,15145378,15753312,23697371
5789,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,453770424,528419245.4,,13982445,13410314,15145390,15753720,23695327
5790,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454359140,528419245.4,,13998597,13422404,15147275,15817614,23748999
5791,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454363981,528419245.4,,13996007,13442441,15140152,15817792,23736703
5792,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454467508,528419245.4,,13970109,13460506,15168993,15831165,23726233
5793,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454331681,528419245.4,,13948663,13448417,15173422,15829531,23740259
5794,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454405607,528419245.4,,13981692,13443655,15181138,15820965,23738356
5795,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454505358,528419245.4,,13983079,13439556,15198713,15812676,23827325
5796,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454629529,528419245.4,,13992129,13456594,15176697,15782524,23907023
5797,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454825839,528419245.4,,13992069,13466563,15218898,15761139,23981055
5798,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454773055,528419245.4,,13976524,13458653,15183888,15728793,24060625
5799,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454235040,528419245.4,,13974836,13448437,15166753,15667968,24055753
5800,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454141478,528419245.4,,14011922,13443612,15151068,15648212,24067378
5801,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454557700,528419245.4,,14005160,13436526,15162343,15655337,24155580
5802,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454602016,528419245.4,,14009577,13453348,15155437,15630377,24170678
5803,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454760348,528419245.4,,14036327,13465159,15143090,15602263,24198129
5804,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455200297,528419245.4,,14060372,13474471,15149015,15654493,24249043
5805,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455404137,528419245.4,,14060274,13480278,15147911,15714196,24242086
5806,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455531276,528419245.4,,14085831,13467700,15166733,15706741,24225855
5807,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455491913,528419245.4,,14091387,13484593,15167817,15682681,24210866
5808,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455038441,528419245.4,,14087645,13511576,15172680,15685585,24084271
5809,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454938871,528419245.4,,14090359,13518636,15168117,15702406,24032735
5810,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454992027,528419245.4,,14099050,13496449,15188274,15764862,23955062
5811,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454638570,528419245.4,,14136069,13492501,15195202,15751156,23838071
5812,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454463640,528419245.4,,14111673,13471894,15194505,15750787,23845018
5813,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454670672,528419245.4,,14086196,13491040,15183091,15774389,23824671
5814,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454708246,528419245.4,,14065858,13475526,15217313,15791366,23830669
5815,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454777881,528419245.4,,14085950,13490309,15214217,15782263,23833838
5816,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455078312,528419245.4,,14078113,13506407,15247176,15786692,23859987
5817,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454849733,528419245.4,,14061132,13513206,15246377,15815136,23861233
5818,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454749061,528419245.4,,14043796,13506820,15237738,15827881,23859658
5819,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454845243,528419245.4,,14044484,13517193,15252488,15819917,23878537
5820,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454891300,528419245.4,,14065749,13525343,15265441,15778135,23901329
5821,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,454823940,528419245.4,,14062020,13537222,15258984,15746740,23914971
5822,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455154711,528419245.4,,14089441,13548165,15269225,15731855,23919593
5823,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455574635,528419245.4,,14060284,13556329,15281386,15743390,23986230
5824,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456139950,528419245.4,,14110790,13570196,15297764,15735674,24019371
5825,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455950734,528419245.4,,14041977,13574500,15319474,15697064,24026148
5826,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455863525,528419245.4,,14021634,13572569,15343051,15692383,24016820
5827,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455744371,528419245.4,,14031739,13566751,15311334,15683757,24002773
5828,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455945209,528419245.4,,14050195,13544420,15331508,15698131,24005175
5829,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456079795,528419245.4,,14069915,13561248,15357503,15666577,23974302
5830,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456036752,528419245.4,,14075200,13547211,15343085,15664938,23965157
5831,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,455996529,528419245.4,,14074347,13545390,15338395,15652912,23980072
5832,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456281536,528419245.4,,14042869,13584655,15354030,15653402,24000126
5833,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456697097,528419245.4,,14038958,13574070,15366147,15646274,24029145
5834,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457156741,528419245.4,,14059454,13595443,15399703,15673260,24049851
5835,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457696425,528419245.4,,14086017,13608784,15414503,15652589,24088210
5836,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457465704,528419245.4,,14075283,13576854,15422007,15661548,24086437
5837,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457649633,528419245.4,,14107175,13578075,15417183,15654178,24052523
5838,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457692908,528419245.4,,14109967,13602270,15421587,15680019,24022021
5839,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457490076,528419245.4,,14087361,13592590,15444848,15661596,23999521
5840,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456929952,528419245.4,,14111203,13614766,15397716,15639845,23921916
5841,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456949706,528419245.4,,14107758,13634981,15420609,15625002,23931846
5842,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457093902,528419245.4,,14115496,13648833,15452963,15625437,23917032
5843,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457585605,528419245.4,,14113703,13666511,15509741,15626657,23934777
5844,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457624466,528419245.4,,14136338,13660172,15481344,15625389,23956400
5845,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457568225,528419245.4,,14171484,13663715,15509213,15601759,23957144
5846,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457723293,528419245.4,,14204731,13670159,15540182,15569725,23958715
5847,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457887158,528419245.4,,14217815,13686077,15547460,15544833,23992964
5848,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458052659,528419245.4,,14238592,13700837,15523249,15558329,24022542
5849,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458247334,528419245.4,,14255432,13702858,15514062,15568096,24043994
5850,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458406570,528419245.4,,14302790,13701009,15515954,15568537,24046334
5851,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458318394,528419245.4,,14321092,13692571,15505909,15553662,24061844
5852,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458370781,528419245.4,,14302257,13671106,15517044,15532844,24113875
5853,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458499258,528419245.4,,14290244,13701505,15525772,15533242,24127224
5854,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458199662,528419245.4,,14291608,13698602,15508927,15538299,24071144
5855,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458223900,528419245.4,,14286067,13692747,15506001,15515265,24083182
5856,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457838296,528419245.4,,14271018,13682272,15525705,15531260,24037244
5857,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457593612,528419245.4,,14248772,13682502,15519504,15509580,24051036
5858,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457742818,528419245.4,,14214737,13709105,15524599,15509128,24046507
5859,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458060211,528419245.4,,14217679,13734112,15544750,15510042,24060089
5860,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458291462,528419245.4,,14246138,13728652,15558386,15527633,24079902
5861,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458349083,528419245.4,,14241560,13730818,15581216,15549584,24078894
5862,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458442402,528419245.4,,14259596,13718957,15602989,15576094,24097478
5863,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458619033,528419245.4,,14287109,13697388,15605949,15617398,24102313
5864,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458506041,528419245.4,,14235482,13697502,15610044,15636319,24095696
5865,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458188520,528419245.4,,14259574,13698976,15601985,15609177,24071701
5866,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458153007,528419245.4,,14288122,13708882,15599415,15632695,24017598
5867,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458220985,528419245.4,,14310189,13708411,15603905,15645326,24017467
5868,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457871284,528419245.4,,14290526,13693504,15568079,15647793,24074464
5869,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457928337,528419245.4,,14267918,13702084,15582006,15631270,24145712
5870,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458307869,528419245.4,,14263993,13704065,15620059,15646381,24189953
5871,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458572951,528419245.4,,14233802,13686765,15647438,15599996,24316840
5872,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458704494,528419245.4,,14230550,13699462,15671426,15599852,24352609
5873,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458654833,528419245.4,,14214050,13706674,15687774,15574327,24340642
5874,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458821778,528419245.4,,14232147,13715564,15671875,15556608,24358773
5875,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458968223,528419245.4,,14197179,13721734,15694770,15554856,24370391
5876,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,459033996,528419245.4,,14184733,13737895,15721917,15540903,24339264
5877,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458670495,528419245.4,,14188712,13735695,15710404,15522167,24258488
5878,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458708225,528419245.4,,14176800,13752588,15757825,15520997,24187140
5879,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458124976,528419245.4,,14133442,13745473,15777772,15487014,24134727
5880,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458053002,528419245.4,,14150931,13737210,15823584,15494396,24073514
5881,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,458344034,528419245.4,,14147181,13786467,15853868,15496844,24050705
5882,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457867660,528419245.4,,14144676,13785147,15835588,15495260,23990967
5883,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457725713,528419245.4,,14168160,13786239,15814066,15488001,23950097
5884,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457725359,528419245.4,,14180849,13811803,15829431,15473667,23936610
5885,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457450658,528419245.4,,14165958,13808970,15802405,15521733,23904908
5886,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457570846,528419245.4,,14178089,13781826,15821049,15556540,23919597
5887,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457729224,528419245.4,,14178257,13767142,15839594,15567478,23937778
5888,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457658062,528419245.4,,14178991,13744252,15835031,15541527,23977358
5889,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457460134,528419245.4,,14159440,13742389,15845145,15564632,23964421
5890,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457201791,528419245.4,,14183491,13730750,15844008,15556416,23950676
5891,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457576331,528419245.4,,14226322,13736177,15854505,15569410,23949084
5892,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457822837,528419245.4,,14229235,13739148,15878646,15561285,23970192
5893,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457694214,528419245.4,,14233439,13729931,15881978,15577335,23976064
5894,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457541021,528419245.4,,14232122,13716470,15878486,15559284,23971941
5895,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457186045,528419245.4,,14234801,13709199,15857103,15554570,23956102
5896,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457188907,528419245.4,,14232050,13692724,15847239,15558404,23960882
5897,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,457035228,528419245.4,,14213045,13703824,15811511,15553248,23972342
5898,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456905641,528419245.4,,14199046,13686961,15809633,15576333,23966912
5899,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456777096,528419245.4,,14187295,13679228,15817854,15572758,23951880
5900,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456644325,528419245.4,,14138369,13670588,15823532,15539697,23977250
5901,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456908810,528419245.4,,14129315,13685106,15835807,15570476,23969089
5902,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456867749,528419245.4,,14129294,13675129,15856711,15556646,23956213
5903,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456586577,528419245.4,,14125998,13675142,15832635,15554810,23973379
5904,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456368253,528419245.4,,14089030,13674587,15855518,15524832,24010770
5905,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456285486,528419245.4,,14098873,13667453,15875368,15504308,24017925
5906,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456524385,528419245.4,,14097405,13678765,15883174,15502336,24018674
5907,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456495325,528419245.4,,14136758,13687279,15899750,15499391,23993045
5908,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456717041,528419245.4,,14152490,13714054,15911307,15524811,24004846
5909,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456530437,528419245.4,,14200682,13716075,15876035,15519111,23991175
5910,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456650441,528419245.4,,14230894,13741077,15860701,15516449,24000120
5911,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456905745,528419245.4,,14260562,13725654,15866702,15537789,24031582
5912,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456767033,528419245.4,,14268093,13720062,15856792,15573366,24018031
5913,Distance L2 Scheme,100,5,Multiplicative 0.15,1604,604,236,1,390570746.6,456687713,528419245.4,,14269622,13719228,15856631,15560325,24021328
