LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Entropy
4000,Value,20,10,Additive1.5,11712,3553,24,2.57529668127045,3.85622380039918,5.57529668127045,,2.28479242508412,3.42829835492088,3.87320599777276,3.27874574096548,3.59761970391516,1.24960428541357,2.89923546211158,3.78826610178076,3.63782060904081,3.54421228331978,3.89810730091521
4000,FGM,20,10,Additive1.5,58220,49340,24,2.57529668127045,3.85622380039918,5.57529668127045,,2.28479242508412,3.42829835492088,3.87320599777276,3.27874574096548,3.59761970391516,1.24960428541357,2.89923546211158,3.78826610178076,3.63782060904081,3.54421228331978,3.89810730091521
4000,Vector,20,10,Additive1.5,19000,1185,4,2.02805879893111,3.85622380039918,5.02805879893111,,2.28479242508412,3.42829835492088,3.87320599777276,3.27874574096548,3.59761970391516,1.24960428541357,2.89923546211158,3.78826610178076,3.63782060904081,3.54421228331978,3.89810730091521
4000,Oracle Vector,20,10,Additive1.5,9320,581,1,1.66570231831618,3.85622380039918,4.66570231831618,,2.28479242508412,3.42829835492088,3.87320599777276,3.27874574096548,3.59761970391516,1.24960428541357,2.89923546211158,3.78826610178076,3.63782060904081,3.54421228331978,3.89810730091521
4000,Oracle,20,10,Additive1.5,400,20,1,1.66570231831618,3.85622380039918,4.66570231831618,,2.28479242508412,3.42829835492088,3.87320599777276,3.27874574096548,3.59761970391516,1.24960428541357,2.89923546211158,3.78826610178076,3.63782060904081,3.54421228331978,3.89810730091521
4000,Naive,20,10,Additive1.5,800000,40000,4000,2.35622380039918,3.85622380039918,5.35622380039918,,2.28479242508412,3.42829835492088,3.87320599777276,3.27874574096548,3.59761970391516,1.24960428541357,2.89923546211158,3.78826610178076,3.63782060904081,3.54421228331978,3.89810730091521
4000,Dist L1,20,10,Additive1.5,10064,3344,20,2.56991992547973,3.85622380039918,5.56991992547973,,2.28479242508412,3.42829835492088,3.87320599777276,3.27874574096548,3.59761970391516,1.24960428541357,2.89923546211158,3.78826610178076,3.63782060904081,3.54421228331978,3.89810730091521
4000,Value,21,10,Additive1.5,12562,3536,25,2.61784932498318,3.89872859438965,5.61784932498318,,2.33296188341317,3.47534061839717,3.9144773029075,3.30324459366237,3.64444567614837,1.29836992756985,2.92523499549444,3.8284057403285,3.67055716883376,3.59007525031764,3.89810730091521
4000,FGM,21,10,Additive1.5,59059,49309,25,2.61784932498318,3.89872859438965,5.61784932498318,,2.33296188341317,3.47534061839717,3.9144773029075,3.30324459366237,3.64444567614837,1.29836992756985,2.92523499549444,3.8284057403285,3.67055716883376,3.59007525031764,3.89810730091521
4000,Vector,21,10,Additive1.5,22722,1348,4,2.07429618203398,3.89872859438965,5.07429618203398,,2.33296188341317,3.47534061839717,3.9144773029075,3.30324459366237,3.64444567614837,1.29836992756985,2.92523499549444,3.8284057403285,3.67055716883376,3.59007525031764,3.89810730091521
4000,Oracle Vector,21,10,Additive1.5,9576,567,1,1.66976490692396,3.89872859438965,4.66976490692396,,2.33296188341317,3.47534061839717,3.9144773029075,3.30324459366237,3.64444567614837,1.29836992756985,2.92523499549444,3.8284057403285,3.67055716883376,3.59007525031764,3.89810730091521
4000,Oracle,21,10,Additive1.5,420,20,1,1.66976490692396,3.89872859438965,4.66976490692396,,2.33296188341317,3.47534061839717,3.9144773029075,3.30324459366237,3.64444567614837,1.29836992756985,2.92523499549444,3.8284057403285,3.67055716883376,3.59007525031764,3.89810730091521
4000,Naive,21,10,Additive1.5,840000,40000,4000,2.39872859438965,3.89872859438965,5.39872859438965,,2.33296188341317,3.47534061839717,3.9144773029075,3.30324459366237,3.64444567614837,1.29836992756985,2.92523499549444,3.8284057403285,3.67055716883376,3.59007525031764,3.89810730091521
4000,Dist L1,21,10,Additive1.5,11228,4320,20,2.61068413466296,3.89872859438965,5.61068413466296,,2.33296188341317,3.47534061839717,3.9144773029075,3.30324459366237,3.64444567614837,1.29836992756985,2.92523499549444,3.8284057403285,3.67055716883376,3.59007525031764,3.89810730091521
4000,Value,22,10,Additive1.5,13808,3427,27,2.60068244545173,3.93652631984221,5.60068244545173,,2.37930317272639,3.51983260682497,3.96094728042475,3.33643554952385,3.68254338890073,1.34155086525888,2.90504565845299,3.86828528426809,3.6793317161725,3.61694955494592,3.89810730091521
4000,FGM,22,10,Additive1.5,60640,49570,27,2.60068244545173,3.93652631984221,5.60068244545173,,2.37930317272639,3.51983260682497,3.96094728042475,3.33643554952385,3.68254338890073,1.34155086525888,2.90504565845299,3.86828528426809,3.6793317161725,3.61694955494592,3.89810730091521
4000,Vector,22,10,Additive1.5,23936,1353,4,2.12067309541195,3.93652631984221,5.12067309541195,,2.37930317272639,3.51983260682497,3.96094728042475,3.33643554952385,3.68254338890073,1.34155086525888,2.90504565845299,3.86828528426809,3.6793317161725,3.61694955494592,3.89810730091521
4000,Oracle Vector,22,10,Additive1.5,10956,622,1,1.71244996139775,3.93652631984221,4.71244996139775,,2.37930317272639,3.51983260682497,3.96094728042475,3.33643554952385,3.68254338890073,1.34155086525888,2.90504565845299,3.86828528426809,3.6793317161725,3.61694955494592,3.89810730091521
4000,Oracle,22,10,Additive1.5,440,20,1,1.71244996139775,3.93652631984221,4.71244996139775,,2.37930317272639,3.51983260682497,3.96094728042475,3.33643554952385,3.68254338890073,1.34155086525888,2.90504565845299,3.86828528426809,3.6793317161725,3.61694955494592,3.89810730091521
4000,Naive,22,10,Additive1.5,880000,40000,4000,2.43652631984221,3.93652631984221,5.4365263198422,,2.37930317272639,3.51983260682497,3.96094728042475,3.33643554952385,3.68254338890073,1.34155086525888,2.90504565845299,3.86828528426809,3.6793317161725,3.61694955494592,3.89810730091521
4000,Dist L1,22,10,Additive1.5,12158,3415,23,2.59134866746552,3.93652631984221,5.59134866746552,,2.37930317272639,3.51983260682497,3.96094728042475,3.33643554952385,3.68254338890073,1.34155086525888,2.90504565845299,3.86828528426809,3.6793317161725,3.61694955494592,3.89810730091521
4000,Value,23,10,Additive1.5,14038,3594,26,2.54508698753745,3.86510194741248,5.54508698753745,,2.14446731335297,3.38296512726373,3.99654277080151,3.32631107803291,3.46572538558811,1.34542338981269,2.92486246662791,3.90212104732341,3.68973973214417,3.494253216762,3.89810730091521
4000,FGM,23,10,Additive1.5,64462,53282,26,2.54508698753745,3.86510194741248,5.54508698753745,,2.14446731335297,3.38296512726373,3.99654277080151,3.32631107803291,3.46572538558811,1.34542338981269,2.92486246662791,3.90212104732341,3.68973973214417,3.494253216762,3.89810730091521
4000,Vector,23,10,Additive1.5,30314,1645,3,2.2889784074765,3.86510194741248,5.2889784074765,,2.14446731335297,3.38296512726373,3.99654277080151,3.32631107803291,3.46572538558811,1.34542338981269,2.92486246662791,3.90212104732341,3.68973973214417,3.494253216762,3.89810730091521
4000,Oracle Vector,23,10,Additive1.5,13938,763,1,1.39806404104575,3.86510194741248,4.39806404104575,,2.14446731335297,3.38296512726373,3.99654277080151,3.32631107803291,3.46572538558811,1.34542338981269,2.92486246662791,3.90212104732341,3.68973973214417,3.494253216762,3.89810730091521
